date,winner,loser
2025-10-19,The MongolZ,Aurora
2025-10-19,Legacy,3DMAX
2025-10-19,Friendly Campers,Alliance
2025-10-19,los kogutos,RUBY
2025-10-19,SkinRave,Wildcard
2025-10-19,Lavked,NOVAQ
2025-10-19,FURIA,Natus Vincere
2025-10-19,VRSoholics,RUBY
2025-10-19,The Last Resort,ALGO
2025-10-20,Nemiga,TPuDCATb TPu
2025-10-20,Nemiga,BET-M
2025-10-20,Hashiras,TNC
2025-10-20,Lavked,FORZE Reload
2025-10-20,kONO,los kogutos
2025-10-20,kONO,VRSoholics
2025-10-20,Marsborne,Take Flyte
2025-10-20,The Last Resort,AMKAL
2025-10-20,Marsborne,Chicken Coop
2025-10-20,Sangal,Johnny Speeds
2025-10-20,Fire Flux,CPH Wolves
2025-10-20,Washington,AMKAL
2025-10-20,Friendly Campers,Sangal
2025-10-20,Nemiga,33
2025-10-20,ESC,Sangal
2025-10-20,SPARTA,FORZE Reload
2025-10-21,MOLO,Eternal Fire
2025-10-21,OverKnight,Sakura
2025-10-21,BIG,premdesant
2025-10-21,BC.Game,NOVAQ
2025-10-21,ECSTATIC,SPARTA
2025-10-21,ECSTATIC,Lavked
2025-10-21,Preasy Mix,illwill
2025-10-21,NOVAQ,JUMBO
2025-10-21,BC.Game,QUAZAR
2025-10-21,EYEBALLERS,kONO
2025-10-21,SINNERS,CYBERSHOKE
2025-10-21,Money Crew,Phoenix
2025-10-21,BIG,AM
2025-10-21,Zero Tenacity,Washington
2025-10-21,Mousquetaires,GenOne
2025-10-21,Sangal,CYBERSHOKE
2025-10-21,ex-Zero Tenacity,The Last Resort
2025-10-21,AaB,illwill
2025-10-21,MOLO,AaB
2025-10-21,EYEBALLERS,Hashiras
2025-10-21,Mousquetaires,FUT
2025-10-21,AM,Washington
2025-10-21,ex-Zero Tenacity,Washington
2025-10-21,Sashi,Fire Flux
2025-10-21,Marsborne,LAG
2025-10-21,Money Crew,Outfit 49
2025-10-21,AM,The Last Resort
2025-10-22,Mousquetaires,MOLO
2025-10-22,CYBERSHOKE,SPARTA
2025-10-22,ALLINNERS,Dziuseppe
2025-10-22,Take Flyte,Outfit 49
2025-10-22,UNiTY,HubaBuba
2025-10-22,ENCE Academy,NIP Impact
2025-10-22,BIG,BC.Game
2025-10-22,SportsBetExpert,regain
2025-10-22,InControl,Nocturnal
2025-10-22,Chicken Coop,Outfit 49
2025-10-22,Voca,BOSS
2025-10-22,Zomblers,anything else
2025-10-22,magic,33
2025-10-22,Betera,BET-M
2025-10-22,TPuDCATb TPu,Johnny Speeds
2025-10-22,SPARTA,VP.Prodigy
2025-10-22,Nuclear TigeRES,RUBY
2025-10-22,Nexus,Oramond
2025-10-22,CYBERSHOKE,Lavked
2025-10-22,magic,BET-M
2025-10-22,LP,ODDIK
2025-10-22,Lavked,VP.Prodigy
2025-10-22,33,Johnny Speeds
2025-10-22,Keyd Stars,Fake do Biru
2025-10-22,Betera,TPuDCATb TPu
2025-10-22,BET-M,Johnny Speeds
2025-10-22,Nuclear TigeRES,ex-RUBY
2025-10-22,Johnny Speeds,ARCRED
2025-10-23,Wanted Goons,anything else
2025-10-23,TSG,Arrival Seven
2025-10-23,Procyon,UNO MILLE
2025-10-23,Nocturnal,NYX
2025-10-23,Vantage,Arcade
2025-10-23,Yawara,MIBR Academy
2025-10-23,BMZ,Change The Game
2025-10-23,GameHunters,Vasco
2025-10-23,RUBY,NIP Impact
2025-10-23,CYBERSHOKE,The Last Resort
2025-10-23,33,ARCRED
2025-10-23,33,Eternal Fire
2025-10-23,Venom,HubaBuba
2025-10-23,SemperFi,Animus Victoria
2025-10-23,Bad Luck,LP
2025-10-23,TPuDCATb TPu,ARCRED
2025-10-23,Morningstar,Arise
2025-10-23,ex-RUBY,NOVAQ
2025-10-23,NSN,Legion
2025-10-23,GATERON,Legion
2025-10-23,InControl,Phoenix
2025-10-23,Morningstar,Flshbck
2025-10-23,Fuego,LP
2025-10-23,Ground Zero,FURY
2025-10-23,TPuDCATb TPu,Eternal Fire
2025-10-23,Procyon,Four Magic
2025-10-23,Last Bullet,Just Swing
2025-10-23,Skele,Underground
2025-10-23,KOLESIE,HubaBuba
2025-10-23,Fake do Biru,ODDIK
2025-10-23,Mythic,Chicken Coop
2025-10-23,Mindfreak,Rooster
2025-10-23,regain,Ghost
2025-10-23,Sangal,Lavked
2025-10-23,CYBERSHOKE,Washington
2025-10-23,BET-M,Eternal Fire
2025-10-23,OverKnight,Zomblers
2025-10-23,BET-M,ARCRED
2025-10-23,Eruption,Change The Game
2025-10-23,SINNERS,ECSTATIC
2025-10-23,KRÜ,Crashers
2025-10-23,Mythic,Take Flyte
2025-10-23,IHC,The QUBE
2025-10-23,ScarX,NomadS
2025-10-23,Keyd Stars,LP
2025-10-23,InControl,Outfit 49
2025-10-23,Vantage,Underground
2025-10-23,ex-RUBY,NIP Impact
2025-10-23,HAVU,ECSTATIC
2025-10-23,HubaBuba,Dziuseppe
2025-10-23,FengDa,BORING PLAYERS
2025-10-23,BASEMENT BOYS,1win
2025-10-23,Bounty Hunters,MAGICOS
2025-10-23,BIG,Mousquetaires
2025-10-23,Chinggis Warriors,DQZS
2025-10-23,Galorys,R2
2025-10-23,Nemiga,Dziuseppe
2025-10-23,FORZE Reload,Oramond
2025-10-23,Kaleido,Arise
2025-10-23,Nuclear TigeRES,ENCE Academy
2025-10-23,UNiTY,ALLINNERS
2025-10-23,METANOIA Wolves,LP
2025-10-23,VP.Prodigy,Fire Flux
2025-10-23,Hashiras,Oramond
2025-10-23,kONO,Oramond
2025-10-23,RUBY,NOVAQ
2025-10-23,Sangal,SPARTA
2025-10-23,Sangal,Nemiga
2025-10-24,SportsBetExpert,Chicken Coop
2025-10-24,InControl,Sakura
2025-10-24,SportsBetExpert,Take Flyte
2025-10-24,BOSS,Money Crew
2025-10-24,Mythic,BOSS
2025-10-24,Fingers Crossed fe,amateurs
2025-10-24,Rave,OverKnight
2025-10-24,Outfit 49,FlyQuest RED
2025-10-24,Animus Victoria,Underground
2025-10-24,ShindeN,Galorys
2025-10-24,Nexus,AMKAL
2025-10-24,Marsborne,Nocturnal
2025-10-24,500,Washington
2025-10-24,Chinggis Warriors,IHC
2025-10-24,Leo,FORZE Reload
2025-10-24,BESTIA,Bounty Hunters
2025-10-24,Animus Victoria,Arcade
2025-10-24,Atrix,Four Magic fe
2025-10-24,Voca,TSG
2025-10-24,BESTIA,Procyon
2025-10-24,LAG,Wanted Goons
2025-10-24,K27,ECLOT
2025-10-24,home,VP.Prodigy
2025-10-24,Chicanery,regain
2025-10-24,FengDa,ScarX
2025-10-24,BMZ,GATERON
2025-10-24,Phoenix,FlyQuest RED
2025-10-24,Sharks,Fuego
2025-10-24,Monte,Phantom
2025-10-24,BET-M,Nemiga
2025-10-24,ALLINNERS,Johnny Speeds
2025-10-24,Just Swing,Arise
2025-10-24,Eruption,GATERON
2025-10-24,AMKAL,Mousquetaires
2025-10-24,Rooster,FURY
2025-10-24,Aether,regain
2025-10-24,regain,Zomblers
2025-10-24,Sangal,ex-Zero Tenacity
2025-10-24,EYEBALLERS,Nexus
2025-10-24,BORING PLAYERS,NomadS
2025-10-24,Sashi,Lavked
2025-10-24,Ground Zero,Mindfreak
2025-10-24,ECSTATIC,CYBERSHOKE
2025-10-24,Sangal,Zero Tenacity
2025-10-24,NOVAQ,Square Sausages
2025-10-24,FlyQuest RED,Sakura
2025-10-24,Change The Game,Legion
2025-10-24,Keyd Stars,GameHunters
2025-10-24,BMZ,NSN
2025-10-24,Betera,Johnny Speeds
2025-10-24,SIXSEVEN,The Last Resort
2025-10-24,SINNERS,ARCRED
2025-10-24,Kaleido,Last Bullet
2025-10-24,The QUBE,DQZS
2025-10-24,TPuDCATb TPu,Nemiga
2025-10-24,The Glecs,NOVAQ
2025-10-24,AaB,VP.Prodigy
2025-10-24,ALLINNERS,HubaBuba
2025-10-24,33,Nemiga
2025-10-24,Just Swing,Flshbck
2025-10-24,BIG EQUIPA,Peekaboo
2025-10-24,Ghost,Nocturnal
2025-10-24,Overpeek,shinigami
2025-10-24,FURIA fe,MIBR fe
2025-10-24,9z,Yawara
2025-10-24,Sharks,Bad Luck
2025-10-24,AKA HERO KAJO,888aura
2025-10-24,Curralzinho,CAPIVARAS
2025-10-24,Pigeons,Nemesis Impact
2025-10-24,Lotus fe,Little Bocks
2025-10-24,SemperFi,Vantage
2025-10-24,Imperial Valkyries,Nemesis Impact
2025-10-24,Sharks,Dusty Roots
2025-10-24,magic,Johnny Speeds
2025-10-24,Atrix,Four Magic
2025-10-24,Black Mold,wwaves
2025-10-24,thekillaz fe,Dusty Roses
2025-10-24,The Glecs,ALGO
2025-10-24,JiJieHao,9BOOMPRO
2025-10-24,Flame Sharks fe,hindsight
2025-10-24,NIP Impact,Let Her Cook
2025-10-24,K27,ex-Fingers Crossed
2025-10-24,Gaimin Gladiators,Bounty Hunters
2025-10-24,Morningstar,Last Bullet
2025-10-24,FlyQuest RED,Shimmer
2025-10-24,Dusty Roots,Fake do Biru
2025-10-24,SkinRave,OverKnight
2025-10-24,Sashi,SPARTA
2025-10-24,Sharks,METANOIA Wolves
2025-10-24,KRÜ,ODDIK
2025-10-25,1win,ECSTATIC
2025-10-25,NOVAQ,HubaBuba
2025-10-25,Fake do Biru,R2
2025-10-25,Voca,BOSS
2025-10-25,GUN5,MASONIC
2025-10-25,UNO MILLE,ODDIK
2025-10-25,Hashiras,MOUZ
2025-10-25,regain,anything else
2025-10-25,BOSS,Arrival Seven
2025-10-25,Sharks,BESTIA
2025-10-25,Hashiras,ex-Zero Tenacity
2025-10-25,SkinRave,TSG
2025-10-25,Marsborne,LAG
2025-10-25,The QUBE,GATERON
2025-10-25,ARCRED,The Last Resort
2025-10-25,Johnny Speeds,TPuDCATb TPu
2025-10-25,Overpeek,Flame Sharks fe
2025-10-25,OverKnight,NYX
2025-10-25,Change The Game,IHC
2025-10-25,TSG,Chicken Coop
2025-10-25,Bad Luck,MIBR Academy
2025-10-25,Lavked,HYPERSPIRIT
2025-10-25,ENCE Academy,ALGO
2025-10-25,Imperial Valkyries,Let Her Cook
2025-10-25,Just Swing,ScarX
2025-10-25,Phantom,Dziuseppe
2025-10-25,Mindfreak,Animus Victoria
2025-10-25,AMKAL,Leo
2025-10-25,Eternal Fire,Lavked
2025-10-25,ARCRED,Washington
2025-10-25,Fuego,MIBR Academy
2025-10-25,Rooster,Vantage
2025-10-25,The QUBE,NSN
2025-10-25,Pigeons,Let Her Cook
2025-10-25,TSG,Take Flyte
2025-10-25,Four Magic,ODDIK
2025-10-25,Outfit 49,Sakura
2025-10-25,Fingers Crossed fe,Flame Sharks fe
2025-10-25,Fire Flux,Oramond
2025-10-25,Johnny Speeds,BET-M
2025-10-25,Procyon,Crashers
2025-10-25,kONO,Zero Tenacity
2025-10-25,LAG,OverKnight
2025-10-25,Bounty Hunters,Dusty Roots
2025-10-25,METANOIA Wolves,MIBR Academy
2025-10-25,Eternal Fire,SPARTA
2025-10-25,Rooster,Skele
2025-10-25,Bounty Hunters,Vasco
2025-10-25,LP,Yawara
2025-10-25,The Last Resort,AMKAL
2025-10-25,FORZE Reload,Mousquetaires
2025-10-25,Ghost,Wanted Goons
2025-10-25,Johnny Speeds,33
2025-10-25,Washington,AMKAL
2025-10-25,NRG,SKDC
2025-10-25,Rave,TSG
2025-10-25,Nemesis,MASONIC
2025-10-25,Dziuseppe,Oramond
2025-10-25,ALGO,Square Sausages
2025-10-25,SPARTA,HYPERSPIRIT
2025-10-25,GameHunters,MAGICOS
2025-10-25,BORING PLAYERS,Last Bullet
2025-10-25,ECLOT,VP.Prodigy
2025-10-25,Zomblers,Nocturnal
2025-10-25,kONO,MOUZ
2025-10-25,SkinRave,Kiri
2025-10-25,kONO,ex-Zero Tenacity
2025-10-25,ARCRED,Johnny Speeds
2025-10-25,SPARTA,HyperSpirit
2025-10-25,ex-Fingers Crossed,VP.Prodigy
2025-10-25,9BOOMPRO,Phantom
2025-10-26,NRG,Voca
2025-10-26,LAG,Mythic
2025-10-26,MOUZ,Dziuseppe
2025-10-26,33,Sangal
2025-10-26,Morningstar,Eruption
2025-10-26,Sharks,Gaimin Gladiators
2025-10-26,OverKnight,Sakura
2025-10-26,SPARTA,ALLINNERS
2025-10-26,KOLESIE,ex-RUBY
2025-10-26,ex-RUBY,ENCE Academy
2025-10-26,Bounty Hunters,Bad Luck
2025-10-26,NRG,Marsborne
2025-10-26,Sangal,Sashi
2025-10-26,3DMAX,BC.Game
2025-10-26,HEROIC,Ninjas in Pyjamas
2025-10-26,Liquid,Legacy
2025-10-26,TSG,regain
2025-10-26,Raid,OlyBet
2025-10-26,Take Flyte,Money Crew
2025-10-26,GamerLegion,FlyQuest
2025-10-26,Nexus,VP.Prodigy
2025-10-26,K27,home
2025-10-26,Voca,Chicanery
2025-10-26,HubaBuba,HYPERSPIRIT
2025-10-26,ALLINNERS,HubaBuba
2025-10-26,KOLESIE,RUBY
2025-10-26,kONO,Phantom
2025-10-26,Bounty Hunters,BESTIA
2025-10-26,EYEBALLERS,magic
2025-10-26,Marsborne,Outfit 49
2025-10-26,RUBY,ENCE Academy
2025-10-26,SIXSEVEN,Nexus
2025-10-26,Morningstar,BMZ
2025-10-26,B8,Astralis
2025-10-26,CYBERSHOKE,SPARTA
2025-10-26,Rave,InControl
2025-10-26,Marsborne,SkinRave
2025-10-26,Aurora,fnatic
2025-10-26,EYEBALLERS,Betera
2025-10-26,HubaBuba,HyperSpirit
2025-10-26,3DMAX,SAW
2025-10-26,BET-M,Sangal
2025-10-26,NOVAQ,ALGO
2025-10-26,OverKnight,Outfit 49
2025-10-26,Let Her Cook,Flame Sharks fe
2025-10-26,BetBoom,MIBR
2025-10-26,SINNERS,ALLINNERS
2025-10-26,Fake do Biru,UNO MILLE
2025-10-26,Zomblers,FlyQuest RED
2025-10-26,Monte,JiJieHao
2025-10-26,Fake do Biru,LP
2025-10-26,paiN,Gentle Mates
2025-10-26,Hashiras,The Glecs
2025-10-26,Hashiras,Phantom
2025-10-26,Marsborne,Rave
2025-10-26,Leo,FORZE Reload
2025-10-26,ShindeN,BESTIA
2025-10-26,Nemiga,FORZE Reload
2025-10-26,Lavked,ALLINNERS
2025-10-26,The QUBE,BORING PLAYERS
2025-10-26,Chinggis Warriors,FengDa
2025-10-26,Bounty Hunters,Fuego
2025-10-26,Chicken Coop,Money Crew
2025-10-26,9z,Keyd Stars
2025-10-26,Marsborne,Phoenix
2025-10-26,kONO,The Glecs
2025-10-26,BASEMENT BOYS,HAVU
2025-10-26,500,Nexus
2025-10-26,Change The Game,Just Swing
2025-10-26,BOSS,Ghost
2025-10-26,Fake do Biru,Four Magic
2025-10-26,Galorys,Procyon
2025-10-26,KRÜ,Dusty Roots
2025-10-26,illwill,CPH Wolves
2025-10-26,SkinRave,InControl
2025-10-26,LP,GameHunters
2025-10-26,TPuDCATb TPu,Sangal
2025-10-26,Bounty Hunters,METANOIA Wolves
2025-10-26,K27,AaB
2025-10-26,Venom,RUBY
2025-10-26,CYBERSHOKE,Lavked
2025-10-26,Kaleido,Eruption
2025-10-26,Voca,Aether
2025-10-27,LP,Gaimin Gladiators
2025-10-27,FORZE Reload,The Last Resort
2025-10-27,FORZE Reload,Washington
2025-10-27,regain,InControl
2025-10-27,BOSS,Aether
2025-10-27,Nuclear TigeRES,Leo
2025-10-27,Betera,ARCRED
2025-10-27,1win,JiJieHao
2025-10-27,Phantom,MOUZ
2025-10-27,Galorys,Dusty Roots
2025-10-27,Nexus,Dziuseppe
2025-10-27,Eternal Fire,home
2025-10-27,Mythic,TSG
2025-10-27,Spirit Academy,home
2025-10-27,Change The Game,BMZ
2025-10-27,ARCRED,Fire Flux
2025-10-27,FengDa,The QUBE
2025-10-27,NOVAQ,UNiTY
2025-10-27,ex-Zero Tenacity,Lavked
2025-10-27,Spirit Academy,AaB
2025-10-27,BESTIA,Fake do Biru
2025-10-27,Aurora,Liquid
2025-10-27,Sangal,ECLOT
2025-10-27,OverKnight,Phoenix
2025-10-27,Change The Game,Eruption
2025-10-27,TPuDCATb TPu,VP.Prodigy
2025-10-27,ARCRED,RUBY
2025-10-27,Nemesis,ENCE Academy
2025-10-27,OverKnight,Outfit 49
2025-10-27,ALLINNERS,NOVAQ
2025-10-27,BC.Game,Ninjas in Pyjamas
2025-10-27,ARCRED,ex-RUBY
2025-10-27,MASONIC,ALGO
2025-10-27,Bounty Hunters,Keyd Stars
2025-10-27,B8,3DMAX
2025-10-27,GUN5,ENCE Academy
2025-10-27,Zomblers,InControl
2025-10-27,Astralis,MIBR
2025-10-27,Zero Tenacity,SPARTA
2025-10-27,Sangal,ex-Fingers Crossed
2025-10-27,magic,ARCRED
2025-10-27,9BOOMPRO,HAVU
2025-10-27,AMKAL,RUBY
2025-10-27,ex-Zero Tenacity,SPARTA
2025-10-27,ALLINNERS,HubaBuba
2025-10-27,Eternal Fire,AaB
2025-10-27,Legacy,Gentle Mates
2025-10-27,FlyQuest,fnatic
2025-10-27,HEROIC,BetBoom
2025-10-27,AMKAL,ex-RUBY
2025-10-27,ALLINNERS,The Glecs
2025-10-27,BOSS,Chicanery
2025-10-27,SAW,Ninjas in Pyjamas
2025-10-27,BET-M,VP.Prodigy
2025-10-27,paiN,GamerLegion
2025-10-27,33,VP.Prodigy
2025-10-28,Sashi,Hashiras
2025-10-28,TPuDCATb TPu,BASEMENT BOYS
2025-10-28,EYEBALLERS,Nexus
2025-10-28,KOLESIE,Nemiga
2025-10-28,FAVBET,VRSoholics
2025-10-28,Mousquetaires,home
2025-10-28,CYBERSHOKE,Johnny Speeds
2025-10-28,home,The Last Resort
2025-10-28,ENCE Academy,Eternal Fire
2025-10-28,FAVBET,TNC
2025-10-28,Marsborne,OverKnight
2025-10-28,Sashi,kONO
2025-10-28,FAVBET,los kogutos
2025-10-28,FORZE Reload,ARCRED
2025-10-28,Betera,Nexus
2025-10-28,Oramond,Nuclear TigeRES
2025-10-28,Hashiras,illwill
2025-10-28,JiJieHao,Metizport
2025-10-28,33,BASEMENT BOYS
2025-10-28,Monte,K27
2025-10-28,HEROIC,Aurora
2025-10-28,BET-M,BASEMENT BOYS
2025-10-28,ALLINNERS,Nexus
2025-10-28,kONO,illwill
2025-10-28,Gentle Mates,Ninjas in Pyjamas
2025-10-28,Venom,Nemiga
2025-10-28,Mousquetaires,AaB
2025-10-28,paiN,B8
2025-10-28,magic,Nexus
2025-10-28,SAW,GamerLegion
2025-10-28,GenOne,HAVU
2025-10-28,FlyQuest,3DMAX
2025-10-28,ARCRED,NOVAQ
2025-10-28,Fire Flux,Washington
2025-10-28,fnatic,MIBR
2025-10-28,Liquid,BetBoom
2025-10-28,Sangal,9BOOMPRO
2025-10-28,Legacy,Astralis
2025-10-28,AaB,Washington
2025-10-28,SINNERS,SIXSEVEN
2025-10-28,SINNERS,500
2025-10-28,BC.Game,GamerLegion
2025-10-28,CPH Wolves,The Glecs
2025-10-28,1win,Eternal Fire
2025-10-28,Fire Flux,The Last Resort
2025-10-29,SPARTA,CPH Wolves
2025-10-29,GUN5,500
2025-10-29,TPuDCATb TPu,Zero Tenacity
2025-10-29,home,ARCRED
2025-10-29,Liquid,FlyQuest
2025-10-29,AaB,ARCRED
2025-10-29,GamerLegion,fnatic
2025-10-29,Nexus,Johnny Speeds
2025-10-29,Gentle Mates,BetBoom
2025-10-29,BC.Game,Aurora
2025-10-29,Nemesis,SIXSEVEN
2025-10-29,CPH Wolves,illwill
2025-10-29,Astralis,3DMAX
2025-10-29,33,ex-Zero Tenacity
2025-10-29,AMKAL,Nexus
2025-10-29,Nemesis,500
2025-10-29,Hashiras,ARCRED
2025-10-29,Lavked,CPH Wolves
2025-10-29,BET-M,ex-Zero Tenacity
2025-10-29,Eternal Fire,HAVU
2025-10-29,home,The Last Resort
2025-10-29,GenOne,ENCE Academy
2025-10-29,kONO,ARCRED
2025-10-29,SAW,Aurora
2025-10-29,MASONIC,ENCE Academy
2025-10-29,Fire Flux,Mousquetaires
2025-10-29,BOSS,LAG
2025-10-29,CYBERSHOKE,ALLINNERS
2025-10-29,B8,Legacy
2025-10-29,AaB,Washington
2025-10-29,Metizport,Nexus
2025-10-30,SIXSEVEN,The Last Resort
2025-10-30,home,Mousquetaires
2025-10-30,Fire Flux,ALLINNERS
2025-10-30,FUT,33
2025-10-30,Spirit Academy,Betera
2025-10-30,ENCE Academy,Eternal Fire
2025-10-30,ALLINNERS,CPH Wolves
2025-10-30,EYEBALLERS,JiJieHao
2025-10-30,AaB,Mousquetaires
2025-10-30,Spirit Academy,magic
2025-10-30,500,Washington
2025-10-30,NOVAQ,premdesant
2025-10-30,Voca,regain
2025-10-30,Spirit Academy,Sashi
2025-10-30,NOVAQ,VRSoholics
2025-10-30,Partizan,Sangal
2025-10-30,Aurora,Astralis
2025-10-30,FUT,BET-M
2025-10-30,NOVAQ,los kogutos
2025-10-30,NOVAQ,TNC
2025-10-30,FUT,TPuDCATb TPu
2025-10-30,CYBERSHOKE,Monte
2025-10-30,Nuclear TigeRES,Nexus
2025-10-30,Marsborne,BOSS
2025-10-30,GamerLegion,Gentle Mates
2025-10-30,Legacy,FlyQuest
2025-10-31,SPARTA,home
2025-10-31,Nemiga,Nexus
2025-10-31,Legacy,SAW
2025-10-31,Lavked,home
2025-10-31,Aurora,GamerLegion
2025-10-31,Aurora,B8
2025-10-31,Betera,home
2025-10-31,ex-Fingers Crossed,Dziuseppe
2025-10-31,JiJieHao,Metizport
2025-10-31,magic,AaB
2025-10-31,Venom,magic
2025-10-31,Betera,AaB
2025-10-31,Legacy,paiN
2025-10-31,GamerLegion,HEROIC
2025-10-31,FORZE Reload,Young Ninjas
2025-10-31,ENCE Academy,kONO
2025-10-31,Oramond,AMKAL
2025-10-31,Venom,Betera
2025-10-31,CYBERSHOKE,GUN5
2025-10-31,ENCE Academy,Hashiras
2025-10-31,KOLESIE,magic
2025-10-31,magic,home
2025-10-31,ECLOT,Dziuseppe
2025-10-31,ECSTATIC,Hashiras
2025-10-31,BC.Game,Liquid
2025-10-31,GenOne,Phantom
2025-10-31,CYBERSHOKE,Nemesis
2025-10-31,BC.Game,EYEBALLERS
2025-10-31,Legacy,BC.Game
2025-10-31,SAW,Liquid
2025-10-31,ECSTATIC,kONO
2025-10-31,KOLESIE,Betera
2025-10-31,FAVBET,ARCRED
2025-10-31,Fire Flux,ALLINNERS
2025-10-31,SPARTA,AaB
2025-11-01,Insilio,ARCRED
2025-11-01,AaB,YinYang
2025-11-01,Nemesis,Glitchtech
2025-11-01,MINLATE,Nemesis
2025-11-01,Nemesis,Phantom
2025-11-01,Fire Flux,NOVAQ
2025-11-01,Imperial,SportsBetExpert
2025-11-01,M80,Radford University
2025-11-01,SPARTA,NOVAQ
2025-11-01,Phantom,8Sins
2025-11-01,Bushido Wildcats,MANA
2025-11-01,FUT,Partizan
2025-11-01,BIG,FlyQuest RED
2025-11-01,Nexus,Washington
2025-11-01,SIXSEVEN,ALLINNERS
2025-11-01,Prestige,Phantom
2025-11-01,Venom,CYBERSHOKE
2025-11-01,ECSTATIC,BC.Game
2025-11-01,Nemiga,Spirit Academy
2025-11-01,KOLESIE,CYBERSHOKE
2025-11-01,M80,Marsborne
2025-11-01,BIG,Imperial
2025-11-01,Nuclear TigeRES,FORZE Reload
2025-11-01,Lavked,NOVAQ
2025-11-01,500,ALLINNERS
2025-11-01,BC.Game,GamerLegion
2025-11-01,VRSoholics,CPH Wolves
2025-11-01,AaB,ReThink
2025-11-01,los kogutos,CPH Wolves
2025-11-01,Alliance,MASONIC
2025-11-01,MINLATE,Prestige
2025-11-01,Fire Flux,JiJieHao
2025-11-01,BASEMENT BOYS,Lavked
2025-11-01,Alliance,AaB
2025-11-01,home,ReThink
2025-11-01,Aurora,Legacy
2025-11-01,Bebop,ARCRED
2025-11-01,premdesant,ALLINNERS
2025-11-01,BASEMENT BOYS,SPARTA
2025-11-01,SAW,GamerLegion
2025-11-01,Alliance,home
2025-11-01,9BOOMPRO,AMKAL
2025-11-01,TNC,CPH Wolves
2025-11-01,Nuclear TigeRES,ARCRED
2025-11-01,Nexus,The Last Resort
2025-11-01,SportsBetExpert,Chicken Coop
2025-11-01,SportsBetExpert,Take Flyte
2025-11-01,TDK,AMKAL
2025-11-01,Marsborne,Ghost
2025-11-01,Lazer Cats,QWENTRY
2025-11-02,FURIA,Lynn Vision
2025-11-02,Falcons,TYLOO
2025-11-02,Vitality,Virtus.pro
2025-11-02,MOUZ,FaZe
2025-11-02,M80,BIG
2025-11-02,NOVAQ,AMKAL
2025-11-02,NOVAQ,ARCRED
2025-11-02,FORZE Reload,ex-Fingers Crossed
2025-11-02,Nemiga,FUT
2025-11-02,Insilio,Lazer Cats
2025-11-02,KOLESIE,ECSTATIC
2025-11-02,CYBERSHOKE,SPARTA
2025-11-02,Young Ninjas,Dziuseppe
2025-11-02,GUN5,AaB
2025-11-02,1win,K27
2025-11-02,Nemesis,home
2025-11-02,Nuclear TigeRES,Lavked
2025-11-02,Bebop,Lazer Cats
2025-11-02,Nemesis,Prestige
2025-11-02,CPH Wolves,GenOne
2025-11-02,Nemesis,MINLATE
2025-11-02,FAVBET,Oramond
2025-11-02,Nemiga,KOLESIE
2025-11-02,Oramond,ENCE Academy
2025-11-02,Bebop,Nuclear TigeRES
2025-11-02,Insilio,Nuclear TigeRES
2025-11-02,CYBERSHOKE,Lavked
2025-11-02,FORZE Reload,ECLOT
2025-11-02,Venom,ECSTATIC
2025-11-02,Nemesis,AaB
2025-11-02,Nemiga,Venom
2025-11-02,Nuclear TigeRES,SPARTA
2025-11-03,ex-Fingers Crossed,Young Ninjas
2025-11-03,Nexus,TNC
2025-11-03,Nuclear TigeRES,ENCE Academy
2025-11-03,Bounty Hunters,MAGICOS
2025-11-03,Nuclear TigeRES,ALGO
2025-11-03,NOVAQ,premdesant
2025-11-03,GameHunters,Vasco
2025-11-03,Dusty Roots,paiN Academy
2025-11-03,ex-Flame Sharks,STATE
2025-11-03,AMKAL,AaB
2025-11-03,Virtus.pro,FaZe
2025-11-03,FURIA,G2
2025-11-03,ARCRED,ALLINNERS
2025-11-03,ECLOT,Young Ninjas
2025-11-03,Lynn Vision,3DMAX
2025-11-03,Spirit Academy,TPuDCATb TPu
2025-11-03,The MongolZ,HEROIC
2025-11-03,Spirit,paiN
2025-11-03,Astralis,Natus Vincere
2025-11-03,G2,3DMAX
2025-11-03,Spirit Academy,33
2025-11-03,Flame Sharks,STATE
2025-11-03,Spirit Academy,BET-M
2025-11-03,AMKAL,home
2025-11-03,Galorys,Prison Breakers
2025-11-03,Nexus,VRSoholics
2025-11-03,Flame Sharks,WOPA
2025-11-03,1win,NOVAQ
2025-11-03,GenOne,AMKAL
2025-11-03,Nexus,los kogutos
2025-11-03,Fire Flux,QUAZAR
2025-11-03,SINNERS,JiJieHao
2025-11-03,Fire Flux,BASEMENT BOYS
2025-11-04,NIP Impact,NoKami
2025-11-04,Pigeons,amateurs
2025-11-04,SPARTA,JiJieHao
2025-11-04,Nemesis,Lavked
2025-11-04,Astralis,The MongolZ
2025-11-04,GUN5,SPARTA
2025-11-04,Procyon,Fuego
2025-11-04,CPH Wolves,Fire Flux
2025-11-04,Imperial Valkyries,amateurs
2025-11-04,LP,MIBR Academy
2025-11-04,confidence,Fingers Crossed fe
2025-11-04,ECSTATIC,EYEBALLERS
2025-11-04,Nemesis,SPARTA
2025-11-04,K27,ARCRED
2025-11-04,paiN,TYLOO
2025-11-04,Falcons,Spirit
2025-11-04,Crashers,FURIA fe
2025-11-04,Vitality,Lynn Vision
2025-11-04,MOUZ,Vitality
2025-11-04,Voca,SportsBetExpert
2025-11-04,Spirit,HEROIC
2025-11-04,TDK,CPH Wolves
