date,winner,loser
2025-10-05,LP,Four Magic fe
2025-10-05,Animus Victoria,Rooster
2025-10-05,Inner Circle,The MongolZ
2025-10-05,NOVAQ,Sashi
2025-10-05,Johnny Speeds,Sangal
2025-10-05,The Huns,BORING PLAYERS
2025-10-05,Mythic,anything else
2025-10-05,Gaimin Gladiators,ELITES
2025-10-05,OverKnight,TSG
2025-10-05,Rare Atom,NSN
2025-10-05,Take Flyte,Wanted Goons
2025-10-05,regain,BOSS
2025-10-05,Mindfreak,KZG
2025-10-05,Aurora,Astralis
2025-10-05,Eternal Fire,Nexus
2025-10-05,3DMAX,FaZe
2025-10-05,BET-M,Oramond
2025-10-05,fnatic,OG
2025-10-05,DEPO,Eruption
2025-10-05,Vitality,GamerLegion
2025-10-05,Rare Atom,GATERON
2025-10-05,Falcons,Natus Vincere
2025-10-05,Fluxo,ShindeN
2025-10-05,RUBY,BC.Game
2025-10-05,Bebop,Nemiga
2025-10-05,GUN5,SINNERS
2025-10-05,Vasco,Bounty Hunters
2025-10-05,NuTorious,Nocturnal
2025-10-05,SemperFi,LE-LUX
2025-10-05,Chicken Coop,Wanted Goons
2025-10-05,Fuego,Four Magic
2025-10-05,Yawara,MIBR Academy
2025-10-05,Nemesis,SINNERS
2025-10-05,Voca,FULL SEND
2025-10-05,9INE,ECSTATIC
2025-10-05,G2,FURIA
2025-10-05,Oramond,CYBERSHOKE
2025-10-05,Gaimin Gladiators,JERSA
2025-10-05,ex-Zero Tenacity,FAVBET
2025-10-05,Spirit,HOTU
2025-10-05,MIBR,RED Canids
2025-10-05,1win,Tricked
2025-10-05,Voca,OverKnight
2025-10-05,OG,ECSTATIC
2025-10-05,SINNERS,CYBERSHOKE
2025-10-05,fnatic,9INE
2025-10-05,TPuDCATb TPu,Oramond
2025-10-05,Kaleido,Legion
2025-10-05,Morningstar,Legion
2025-10-05,KRÜ,MAGICOS
2025-10-05,ESC,CYBERSHOKE
2025-10-05,MOUZ,Gentle Mates
2025-10-05,UnderDogs,Tropa do KinGui
2025-10-05,Betclic,VP.Prodigy
2025-10-05,Friendly Campers,Nexus
2025-10-05,LP,Four Magic
2025-10-05,Zomblers,Green Tea Party
2025-10-05,ex-RUBY,BC.Game
2025-10-05,Ground Zero,FURY
2025-10-05,GameHunters,Procyon
2025-10-05,NomadS,ScarX
2025-10-05,FULL SEND,Kiri
2025-10-05,JiJieHao,Eternal Fire
2025-10-05,33,Oramond
2025-10-05,Chinggis Warriors,True Thunder
2025-10-05,ESC,Nexus
2025-10-05,Friendly Campers,CYBERSHOKE
2025-10-05,Crashers,Players
2025-10-05,Insilio,Nemiga
2025-10-05,FengDa,IHC
2025-10-06,500,kONO
2025-10-06,Outfit 49,InControl
2025-10-06,Leo,Tricked
2025-10-06,Phoenix,InControl
2025-10-06,SemperFi,Ground Zero
2025-10-06,Johnny Speeds,ARCRED
2025-10-06,EYEBALLERS,GUN5
2025-10-06,Alliance,CPH Wolves
2025-10-06,ex-Chicken Coop,Sakura
2025-10-06,Spirit,G2
2025-10-06,Rave,Take Flyte
2025-10-06,Tricked,Mousquetaires
2025-10-06,ex-RUBY,Alliance
2025-10-06,The MongolZ,GamerLegion
2025-10-06,Rave,Chicken Coop
2025-10-06,Keyd Stars,LP
2025-10-06,ODDIK,UnderDogs
2025-10-06,BET-M,Tricked
2025-10-06,FURIA,Inner Circle
2025-10-06,Last Bullet,BORING PLAYERS
2025-10-06,Monte,The Glecs
2025-10-06,ex-Fingers Crossed,Sashi
2025-10-06,TPuDCATb TPu,Tricked
2025-10-06,OverKnight,BOSS
2025-10-06,Marsborne,NuTorious
2025-10-06,EYEBALLERS,Nemesis
2025-10-06,Fake do Biru,KRÜ
2025-10-06,FaZe,Astralis
2025-10-06,Eruption,True Thunder
2025-10-06,Oramond,FORZE Reload
2025-10-06,Players,R2
2025-10-06,Betera,UNiTY
2025-10-06,SINNERS,JiJieHao
2025-10-06,SIXSEVEN,VP.Prodigy
2025-10-06,EYEBALLERS,FAVBET
2025-10-06,SIXSEVEN,kONO
2025-10-06,EYEBALLERS,ARCRED
2025-10-06,SPARTA,Betera
2025-10-06,ECLOT,Sashi
2025-10-06,Legion,ScarX
2025-10-06,3DMAX,Natus Vincere
2025-10-06,Dziuseppe,G2
2025-10-06,Vitality,HOTU
2025-10-06,Falcons,MOUZ
2025-10-06,FULL SEND,BOSS
2025-10-06,SkinRave,Take Flyte
2025-10-06,Aurora,Gentle Mates
2025-10-06,Phoenix,Sakura
2025-10-06,NSN,IHC
2025-10-06,Dziuseppe,ex-Inner Circle
2025-10-06,Wildcard,Mythic
2025-10-06,Zomblers,Wildcard
2025-10-06,ShindeN,Vasco
2025-10-06,RUBY,Alliance
2025-10-06,500,VP.Prodigy
2025-10-06,LAG,FlyQuest RED
2025-10-06,Rare Atom,FengDa
2025-10-06,KRÜ,ELITES
2025-10-06,RED Canids,Yawara
2025-10-06,The Huns,Just Swing
2025-10-06,Dusty Roots,GameHunters
2025-10-06,Morningstar,NomadS
2025-10-06,SPARTA,magic
2025-10-06,FURY,LE-LUX
2025-10-06,Kaleido,NomadS
2025-10-06,Voca,Zomblers
2025-10-06,Rooster,KZG
2025-10-06,ODDIK,Fuego
2025-10-06,Mindfreak,Animus Victoria
2025-10-06,Partizan,HubaBuba
2025-10-06,KRÜ,JERSA
2025-10-06,regain,InControl
2025-10-06,ex-Chicken Coop,Shimmer
2025-10-06,DEPO,Chinggis Warriors
2025-10-06,ex-Chicken Coop,InControl
2025-10-06,GATERON,IHC
2025-10-06,magic,UNiTY
2025-10-06,Gaimin Gladiators,Galorys
2025-10-06,Vasco,LP
2025-10-06,Yawara,Procyon
2025-10-06,Sharks,Crashers
2025-10-06,Sangal,HOTU
2025-10-06,33,Tricked
2025-10-07,Tropa do KinGui,Crashers
2025-10-07,Nemesis,OG
2025-10-07,Four Magic,Crashers
2025-10-07,MIBR Academy,Crashers
2025-10-07,Kiri,FlyQuest RED
2025-10-07,LP,MIBR Academy
2025-10-07,ESC,JiJieHao
2025-10-07,EYEBALLERS,BET-M
2025-10-07,The Glecs,HOTU
2025-10-07,magic,CPH Wolves
2025-10-07,The MongolZ,Gentle Mates
2025-10-07,JiJieHao,Partizan
2025-10-07,Last Bullet,NomadS
2025-10-07,Chinggis Warriors,NSN
2025-10-07,Rooster,Ground Zero
2025-10-07,GUN5,VP.Prodigy
2025-10-07,Outfit 49,Zomblers
2025-10-07,MOUZ,3DMAX
2025-10-07,Phoenix,Zomblers
2025-10-07,Just Swing,Legion
2025-10-07,GUN5,OG
2025-10-07,Nemesis,VP.Prodigy
2025-10-07,Yawara,Four Magic
2025-10-07,Zomblers,Nocturnal
2025-10-07,UnderDogs,Players
2025-10-07,magic,ARCRED
2025-10-07,CYBERSHOKE,RUBY
2025-10-07,ex-RUBY,SPARTA
2025-10-07,Friendly Campers,JiJieHao
2025-10-07,Nuclear TigeRES,Nexus
2025-10-07,1win,Zero Tenacity
2025-10-07,1win,FAVBET
2025-10-07,Voca,regain
2025-10-07,GameHunters,ELITES
2025-10-07,FaZe,Inner Circle
2025-10-07,GameHunters,VEXA
2025-10-07,1win,ex-Zero Tenacity
2025-10-07,NuTorious,Green Tea Party
2025-10-07,FURY,Animus Victoria
2025-10-07,GameHunters,JERSA
2025-10-07,FAVBET,Eternal Fire
2025-10-07,magic,Nexus
2025-10-07,Mythic,Wanted Goons
2025-10-07,FengDa,Eruption
2025-10-07,Take Flyte,anything else
2025-10-07,UnderDogs,MAGICOS
2025-10-07,CYBERSHOKE,Nemiga
2025-10-07,RUBY,SPARTA
2025-10-07,Chinggis Warriors,GATERON
2025-10-07,Sashi,Oramond
2025-10-07,Vasco,MAGICOS
2025-10-07,TSG,FlyQuest RED
2025-10-07,Monte,Sashi
2025-10-07,Betclic,Alliance
2025-10-07,FURIA,Aurora
2025-10-07,BC.Game,Nexus
2025-10-07,ARCRED,HubaBuba
2025-10-07,EYEBALLERS,TPuDCATb TPu
2025-10-07,Chicken Coop,anything else
2025-10-07,Johnny Speeds,SINNERS
2025-10-07,KRÜ,Bounty Hunters
2025-10-07,FOLHA AMARELA,Bounty Hunters
2025-10-07,SINNERS,Sangal
2025-10-07,Vitality,G2
2025-10-07,Fuego,Players
2025-10-07,Fuego,MAGICOS
2025-10-07,m1x,ARCRED
2025-10-07,Betera,ARCRED
2025-10-07,Yawara,Four Magic fe
2025-10-07,Natus Vincere,HOTU
2025-10-07,Betera,Nexus
2025-10-07,CYBERSHOKE,ex-RUBY
2025-10-07,Procyon,Galorys
2025-10-07,Betera,CPH Wolves
2025-10-07,ex-Chicken Coop,Zomblers
2025-10-07,EYEBALLERS,33
2025-10-08,SINNERS,Insilio
2025-10-08,Sangal,Monte
2025-10-08,Alliance,SPARTA
2025-10-08,ESC,RUBY
2025-10-08,Crashers,Procyon
2025-10-08,BOSS,Zomblers
2025-10-08,RED Canids,Fake do Biru
2025-10-08,3DMAX,G2
2025-10-08,Johnny Speeds,Partizan
2025-10-08,Friendly Campers,ex-RUBY
2025-10-08,Procyon,Fuego
2025-10-08,Mythic,Sakura
2025-10-08,FaZe,Aurora
2025-10-08,Nemiga,500
2025-10-08,The Huns,DEPO
2025-10-08,Friendly Campers,RUBY
2025-10-08,Chicken Coop,InControl
2025-10-08,Dusty Roots,Sharks
2025-10-08,Procyon,UnderDogs
2025-10-08,Dziuseppe,SINNERS
2025-10-08,ex-Fingers Crossed,Betera
2025-10-08,Rare Atom,Morningstar
2025-10-08,500,EYEBALLERS
2025-10-08,Voca,FULL SEND
2025-10-08,Zero Tenacity,JiJieHao
2025-10-08,BIG EQUIPA,Imperial Valkyries
2025-10-08,Wildcard,ex-Chicken Coop
2025-10-08,Oramond,1win
2025-10-08,PARIVISION,FAVBET
2025-10-08,ex-RUBY,ex-Zero Tenacity
2025-10-08,RUBY,Zero Tenacity
2025-10-08,ex-Fingers Crossed,magic
2025-10-08,888aura,Let Her Cook
2025-10-08,SINNERS,Bebop
2025-10-08,SkinRave,regain
2025-10-08,Keyd Stars,ShindeN
2025-10-08,Alliance,Lavked
2025-10-08,BET-M,NOVAQ
2025-10-08,Gentle Mates,VRSoholics
2025-10-08,Kiri,NuTorious
2025-10-08,Voca,ex-Chicken Coop
2025-10-08,MAGICOS,R2
2025-10-08,Rave,regain
2025-10-08,TPuDCATb TPu,NOVAQ
2025-10-08,FengDa,Last Bullet
2025-10-08,Marsborne,LAG
2025-10-08,ARCRED,Nexus
2025-10-08,Wildcard,Phoenix
2025-10-08,Curralzinho,Dusty Roses
2025-10-08,FAVBET,SPARTA
2025-10-08,Voca,OverKnight
2025-10-08,BIG EQUIPA,Pigeons
2025-10-08,Tropa do KinGui,GameHunters
2025-10-08,wwaves,Little Bocks
2025-10-08,33,NOVAQ
2025-10-08,Four Magic,GameHunters
2025-10-08,Voca,Phoenix
2025-10-08,Gentle Mates,los kogutos
2025-10-08,RUBY,ex-Zero Tenacity
2025-10-08,m1x,Betera
2025-10-08,Bounty Hunters,VEXA
2025-10-08,KRÜ,Yawara
2025-10-08,ECLOT,Betera
2025-10-08,LP,ELITES
2025-10-08,MIBR fe,thekillaz fe
2025-10-08,Betclic,ARCRED
2025-10-08,ECLOT,magic
2025-10-08,LP,Vasco
2025-10-08,Voca,Outfit 49
2025-10-08,ODDIK,Gaimin Gladiators
2025-10-08,UNO MILLE,GameHunters
2025-10-08,Rare Atom,Kaleido
2025-10-08,LP,JERSA
2025-10-08,TSG,NuTorious
2025-10-08,Just Swing,Chinggis Warriors
2025-10-08,ex-Zero Tenacity,JiJieHao
2025-10-08,m1x,magic
2025-10-08,Natus Vincere,The MongolZ
2025-10-08,Mythic,Shimmer
2025-10-08,JiJieHao,Tricked
2025-10-08,Ghost,Black Mold
2025-10-08,Inner Circle,Eternal Fire
2025-10-08,Oramond,SPARTA
2025-10-08,EYEBALLERS,Tricked
2025-10-08,Take Flyte,InControl
2025-10-09,Friendly Campers,ECLOT
2025-10-09,Peekaboo,Nemesis Impact
2025-10-09,GameHunters,Vasco
2025-10-09,BOSS,LAG
2025-10-09,ESC,ex-Fingers Crossed
2025-10-09,Nemiga,JiJieHao
2025-10-09,Kiri,FULL SEND
2025-10-09,Sashi,Lavked
2025-10-09,FengDa,DEPO
2025-10-09,Fake do Biru,LP
2025-10-09,EYEBALLERS,ECSTATIC
2025-10-09,ESC,ECLOT
2025-10-09,Sakura,Nocturnal
2025-10-09,500,Leo
2025-10-09,NIP Impact,AKA HERO KAJO
2025-10-09,Oramond,Nexus
2025-10-09,Atrix,CAPIVARAS
2025-10-09,UnderDogs,Players
2025-10-09,Gaimin Gladiators,Four Magic
2025-10-09,Kaleido,Just Swing
2025-10-09,ShindeN,KRÜ
2025-10-09,kONO,FORZE Reload
2025-10-09,Nemesis,JiJieHao
2025-10-09,FOLHA AMARELA,KRÜ
2025-10-09,NOVAQ,Betera
2025-10-09,Shimmer,Nocturnal
2025-10-09,PARIVISION,GUN5
2025-10-09,Insilio,The Glecs
2025-10-09,FlyQuest RED,Lotus fe
2025-10-09,Morningstar,Just Swing
2025-10-09,ex-Chicken Coop,Chicken Coop
2025-10-09,TPuDCATb TPu,Betclic
2025-10-09,BET-M,Betclic
2025-10-09,Fuego,Players
2025-10-09,Bebop,The Glecs
2025-10-09,ex-Fingers Crossed,GLORE
2025-10-09,FAVBET,EYEBALLERS
2025-10-09,FURIA fe,Four Magic fe
2025-10-09,regain,Mythic
2025-10-09,NOVAQ,magic
2025-10-09,JiJieHao,Johnny Speeds
2025-10-09,magic,RUBY
2025-10-09,Phoenix,Take Flyte
2025-10-09,Partizan,BC.Game
2025-10-09,UNiTY,Tricked
2025-10-09,GUN5,JiJieHao
2025-10-09,Gaimin Gladiators,Tropa do KinGui
2025-10-09,Gaimin Gladiators,UNO MILLE
2025-10-09,Sangal,JiJieHao
2025-10-09,magic,ex-RUBY
2025-10-09,ECLOT,GLORE
2025-10-09,SINNERS,BRUTE
2025-10-09,Hashiras,FORZE Reload
2025-10-09,Friendly Campers,ex-Fingers Crossed
2025-10-09,Sashi,SPARTA
2025-10-09,RUBY,Nuclear TigeRES
2025-10-09,Betera,RUBY
2025-10-09,ARCRED,RUBY
2025-10-09,33,Betclic
2025-10-09,TSG,OverKnight
2025-10-09,Yawara,MIBR Academy
2025-10-09,Procyon,Sharks
2025-10-09,FURIA fe,Four Magic
2025-10-09,1win,Spirit Academy
2025-10-09,ex-RUBY,Nuclear TigeRES
2025-10-09,ARCRED,ex-RUBY
2025-10-09,Monte,CYBERSHOKE
2025-10-09,BetBoom,Dziuseppe
2025-10-09,ex-Chicken Coop,Take Flyte
2025-10-09,PARIVISION,Nemesis
2025-10-10,Lavked,Tricked
2025-10-10,BetBoom,Sangal
2025-10-10,Gentle Mates,Betclic
2025-10-10,9INE,TPuDCATb TPu
2025-10-10,Inner Circle,Monte
2025-10-10,ESC,BET-M
2025-10-10,Nemesis,Bebop
2025-10-10,Impulse GW,CarritoSpain
2025-10-10,FaZe,Spirit
2025-10-10,Friendly Campers,BET-M
2025-10-10,LP,MIBR Academy
2025-10-10,GUN5,Insilio
2025-10-10,ESC,TPuDCATb TPu
2025-10-10,Sangal,500
2025-10-10,ex-RUBY,KOLESIE
2025-10-10,Fuzos,CarritoSpain
2025-10-10,Falcons,3DMAX
2025-10-10,ARCRED,magic
2025-10-10,Procyon,ELITES
2025-10-10,Bounty Hunters,MAGICOS
2025-10-10,RUBY,KOLESIE
2025-10-10,9INE,33
2025-10-10,Vitality,FURIA
2025-10-10,Sashi,CYBERSHOKE
2025-10-10,SPARTA,Tricked
2025-10-10,magic,Monte
2025-10-10,SINNERS,ex-Fingers Crossed
2025-10-10,VEXA,R2
2025-10-10,Friendly Campers,33
2025-10-10,Nexus,FORZE Reload
2025-10-10,Bounty Hunters,METANOIA
2025-10-10,Leça,CALAOSCORNOS
2025-10-10,BRUTE,GLORE
2025-10-10,ARCRED,Betera
2025-10-10,kONO,Leo
2025-10-10,R2,ShindeN
2025-10-10,Dusty Roots,KRÜ
2025-10-10,ex-Zero Tenacity,SINNERS
2025-10-10,Johnny Speeds,Alliance
2025-10-10,9INE,BET-M
2025-10-10,Partizan,GUN5
2025-10-10,ESC,Alliance
2025-10-10,Procyon,JERSA
2025-10-10,Partizan,Nemesis
2025-10-10,ECSTATIC,Oramond
2025-10-10,9z,KRÜ
2025-10-10,Friendly Campers,Alliance
2025-10-10,Friendly Campers,TPuDCATb TPu
2025-10-10,BESTIA,ShindeN
2025-10-10,MOUZ,Natus Vincere
2025-10-10,Hashiras,Leo
2025-10-10,Monte,FAVBET
2025-10-10,Betera,Monte
2025-10-10,RUBY,Venom
2025-10-10,Partizan,Sashi
2025-10-10,ARCRED,NOVAQ
2025-10-10,SINNERS,ECLOT
2025-10-10,Zero Tenacity,SINNERS
2025-10-11,Vitality,FaZe
2025-10-11,Famalicão,Leça
2025-10-11,Yawara,UnderDogs
2025-10-11,Players,Crashers
2025-10-11,9z,R2
2025-10-11,KRÜ,Vasco
2025-10-11,ECLOT,BRUTE
2025-10-11,RUBY,Sashi
2025-10-11,Falcons,MOUZ
2025-10-11,SINNERS,ex-Fingers Crossed
2025-10-11,Rebels,Fuzos
2025-10-11,Rebels,Impulse GW
2025-10-11,FOLHA AMARELA,GameHunters
2025-10-11,Inner Circle,Nemiga
2025-10-11,SINNERS,Partizan
2025-10-11,Johnny Speeds,Sashi
2025-10-11,Yawara,Fuego
2025-10-11,ex-Fingers Crossed,BRUTE
2025-10-11,BESTIA,Dusty Roots
2025-10-11,Spirit Academy,EYEBALLERS
2025-10-11,ex-RUBY,Sashi
2025-10-11,Friendly Campers,EYEBALLERS
2025-10-11,BetBoom,Partizan
2025-10-11,1win,JiJieHao
2025-10-11,PARIVISION,Gentle Mates
2025-10-11,ESC,EYEBALLERS
2025-10-11,SINNERS,ECLOT
2025-10-11,Eternal Fire,BC.Game
2025-10-12,ex-RUBY,BetBoom
2025-10-12,Rebels,Famalicão
2025-10-12,MIBR Academy,Procyon
2025-10-12,Vitality,Falcons
2025-10-12,Vasco,MAGICOS
2025-10-12,RUBY,Friendly Campers
2025-10-12,PARIVISION,Inner Circle
2025-10-12,BESTIA,9z
2025-10-12,ECSTATIC,Eternal Fire
2025-10-12,MOUZ,FaZe
2025-10-12,Vasco,METANOIA
2025-10-12,Spirit Academy,magic
2025-10-12,Spirit Academy,Betera
2025-10-12,ex-RUBY,Friendly Campers
2025-10-12,SINNERS,9INE
2025-10-12,Crashers,VEXA
2025-10-12,BetBoom,Johnny Speeds
2025-10-12,BetBoom,1win
2025-10-12,RUBY,BetBoom
2025-10-12,RUBY,ESC
2025-10-13,ex-RUBY,m1x
2025-10-13,Voca,anything else
2025-10-13,Marsborne,SportsBetExpert
2025-10-13,Fuego,GameHunters
2025-10-13,regain,Money Crew
2025-10-13,LAG,Outfit 49
2025-10-13,BOSS,OverKnight
2025-10-13,Phoenix,Zomblers
2025-10-13,Outfit 49,Zomblers
2025-10-13,Legacy,Virtus.pro
2025-10-13,SINNERS,ECSTATIC
2025-10-13,UnderDogs,GameHunters
2025-10-13,BetBoom,Spirit Academy
2025-10-13,BetBoom,SINNERS
2025-10-13,MIBR,Lynn Vision
2025-10-13,FAVBET,UNiTY
2025-10-13,Oramond,500
2025-10-13,RUBY,m1x
2025-10-13,LP,KRÜ
2025-10-13,MIBR Academy,GameHunters
2025-10-13,3DMAX,The Huns
2025-10-13,Nuclear TigeRES,1win
2025-10-13,Players,Bounty Hunters
2025-10-13,Liquid,GamerLegion
2025-10-14,regain,TSG
2025-10-14,fnatic,paiN
2025-10-14,Crashers,KRÜ
2025-10-14,Alliance,ARCRED
2025-10-14,BOSS,ex-Chicken Coop
2025-10-14,TYLOO,Fluxo
2025-10-14,FAVBET,m1x
2025-10-14,Partizan,BET-M
2025-10-14,Virtus.pro,The Huns
2025-10-14,regain,Kiri
2025-10-14,GUN5,500
2025-10-14,Gaimin Gladiators,Fake do Biru
2025-10-14,Nuclear TigeRES,kONO
2025-10-14,Rooster,FURY
2025-10-14,Nemesis,500
2025-10-14,FengDa,Kaleido
2025-10-14,FengDa,Morningstar
2025-10-14,Partizan,33
2025-10-14,paiN,Fluxo
2025-10-14,Marsborne,Wildcard
2025-10-14,Dusty Roots,Keyd Stars
2025-10-14,BOSS,Phoenix
2025-10-14,SkinRave,Voca
2025-10-14,Liquid,MIBR
2025-10-14,Rave,Voca
2025-10-14,Nuclear TigeRES,Hashiras
2025-10-14,FUT,FaZe
2025-10-14,Partizan,TPuDCATb TPu
2025-10-14,Monte,SINNERS
2025-10-14,ShindeN,Procyon
2025-10-14,1win,Leo
2025-10-14,HEROIC,B8
2025-10-14,Bounty Hunters,Vasco
2025-10-14,Lynn Vision,GamerLegion
2025-10-14,Legacy,3DMAX
2025-10-14,RED Canids,ODDIK
2025-10-15,UNiTY,Nexus
2025-10-15,SemperFi,Mindfreak
2025-10-15,Voca,BOSS
2025-10-15,Dusty Roots,LP
2025-10-15,Natus Vincere,Imperial
2025-10-15,Imperial Valkyries,amateurs
2025-10-15,Aurora,Venom
2025-10-15,Gaimin Gladiators,Keyd Stars
2025-10-15,ODDIK,ShindeN
2025-10-15,The MongolZ,9z
2025-10-15,ESC,ex-Zero Tenacity
2025-10-15,Keyd Stars,Crashers
2025-10-15,FURIA,OG
2025-10-15,Alliance,GUN5
2025-10-15,The Huns,Rare Atom
2025-10-15,Fire Flux,los kogutos
2025-10-15,Wildcard,regain
2025-10-15,MIBR fe,Four Magic fe
2025-10-15,RUBY,ALLINNERS
2025-10-15,Lavked,Betera
2025-10-15,ex-RUBY,ALLINNERS
2025-10-15,SPARTA,Betera
2025-10-15,Fake do Biru,UnderDogs
2025-10-15,Partizan,Monte
2025-10-15,500,ARCRED
2025-10-15,Sangal,Johnny Speeds
2025-10-15,ESC,Zero Tenacity
2025-10-15,Lavked,NIP Impact
2025-10-15,Virtus.pro,MIBR
2025-10-15,Let Her Cook,hindsight
2025-10-15,Lotus fe,Ghost
2025-10-15,fnatic,TYLOO
2025-10-15,Friendly Campers,Zero Tenacity
2025-10-15,FaZe,B8
2025-10-15,Imperial Valkyries,shinigami
2025-10-15,3DMAX,Lynn Vision
2025-10-15,FUT,paiN
2025-10-15,Friendly Campers,ex-Zero Tenacity
2025-10-15,Take Flyte,InControl
2025-10-15,FaZe,TYLOO
2025-10-15,HEROIC,FUT
2025-10-15,Chicken Coop,InControl
2025-10-15,MIBR fe,Four Magic
2025-10-15,Sakura,Nocturnal
2025-10-15,SIXSEVEN,ARCRED
2025-10-15,Fake do Biru,Fuego
2025-10-15,Alliance,Nemesis
2025-10-15,FURIA fe,Curralzinho
2025-10-15,Pigeons,amateurs
2025-10-15,SPARTA,magic
2025-10-15,Aurora,KOLESIE
2025-10-15,SPARTA,NIP Impact
2025-10-15,FlyQuest RED,Nocturnal
2025-10-15,AMKAL,NOVAQ
2025-10-15,Fire Flux,VRSoholics
2025-10-15,FOLHA AMARELA,Galorys
2025-10-16,FURIA,The MongolZ
2025-10-16,Gaimin Gladiators,ODDIK
2025-10-16,Sakura,wwaves
2025-10-16,Outfit 49,Zomblers
2025-10-16,LAG,Phoenix
2025-10-16,AMKAL,Lavked
2025-10-16,m1x,Lavked
2025-10-16,Yawara,Gaimin Gladiators
2025-10-16,TNC,ALLINNERS
2025-10-16,Fire Flux,RUBY
2025-10-16,Alliance,ex-Zero Tenacity
2025-10-16,Hashiras,ARCRED
2025-10-16,Rare Atom,FengDa
2025-10-16,VRSoholics,ALLINNERS
2025-10-16,Players,ShindeN
2025-10-16,Rooster,Mindfreak
2025-10-16,kONO,ARCRED
2025-10-16,Shimmer,wwaves
2025-10-16,Fire Flux,ex-RUBY
2025-10-16,Flame Sharks fe,888aura
2025-10-16,BIG EQUIPA,Fingers Crossed fe
2025-10-16,Atrix,thekillaz fe
2025-10-16,BIG EQUIPA,Overpeek
2025-10-16,AMKAL,SPARTA
2025-10-16,Black Mold,Little Bocks
2025-10-16,Wildcard,Voca
2025-10-16,Dusty Roses,CAPIVARAS
2025-10-16,1win,UNiTY
2025-10-16,LAG,Outfit 49
2025-10-16,NOVAQ,NIP Impact
2025-10-16,m1x,SPARTA
2025-10-16,3DMAX,Virtus.pro
2025-10-16,Johnny Speeds,Partizan
2025-10-16,los kogutos,ALLINNERS
2025-10-16,Natus Vincere,Aurora
2025-10-16,Alliance,Zero Tenacity
2025-10-16,Sharks,MIBR Academy
2025-10-16,HEROIC,fnatic
2025-10-16,FUT,FaZe
2025-10-16,9z,OG
2025-10-16,Venom,Imperial
2025-10-16,Liquid,Legacy
2025-10-16,Bounty Hunters,RED Canids
2025-10-16,KOLESIE,Imperial
2025-10-17,SkinRave,Marsborne
2025-10-17,Aurora,Venom
2025-10-17,Alliance,Johnny Speeds
2025-10-17,kONO,HubaBuba
2025-10-17,HAVU,AKA HERO KAJO
2025-10-17,Hashiras,HubaBuba
2025-10-17,kONO,Oramond
2025-10-17,Rare Atom,The Huns
2025-10-17,Fake do Biru,Players
2025-10-17,1win,FAVBET
2025-10-17,Sharks,Yawara
2025-10-17,Bounty Hunters,Dusty Roots
2025-10-17,Hashiras,Oramond
2025-10-17,ex-RUBY,m1x
2025-10-17,RUBY,m1x
2025-10-17,Nuclear TigeRES,SIXSEVEN
2025-10-17,ENCE Academy,Universe
2025-10-17,TMVG,AKA HERO KAJO
2025-10-17,Universe,CSDIILIT
2025-10-17,Washington,ALGO
2025-10-17,Nuclear TigeRES,500
2025-10-17,The Last Resort,ALGO
2025-10-17,RED Canids,Dusty Roots
2025-10-17,Rave,Marsborne
2025-10-17,SemperFi,Rooster
2025-10-17,Keyd Stars,FOLHA AMARELA
2025-10-17,ENCE Academy,Skinsauna
2025-10-17,ENCE Academy,CSDIILIT
2025-10-17,Legacy,FUT
2025-10-17,Skinsauna,CSDIILIT
2025-10-17,The MongolZ,9z
2025-10-17,OverKnight,Nocturnal
2025-10-17,CPH Wolves,The Glecs
2025-10-17,FORZE Reload,m1x
2025-10-17,BOSS,Sakura
2025-10-17,HAVU,TMVG
2025-10-17,Aurora,KOLESIE
2025-10-17,SportsBetExpert,InControl
2025-10-17,3DMAX,fnatic
2025-10-18,3DMAX,Liquid
2025-10-18,ALGO,m1x
2025-10-18,Natus Vincere,The MongolZ
2025-10-18,Sharks,Bounty Hunters
2025-10-18,Sangal,ESC
2025-10-18,ENCE,Hashiras
2025-10-18,Nemiga,Nuclear TigeRES
2025-10-18,Gaimin Gladiators,Dusty Roots
2025-10-18,9INE,ex-RUBY
2025-10-18,Legacy,HEROIC
2025-10-18,FORZE Reload,The Last Resort
2025-10-18,9INE,RUBY
2025-10-18,HubaBuba,The Glecs
2025-10-18,Sangal,Friendly Campers
2025-10-18,Liquid,HEROIC
2025-10-18,Bounty Hunters,Keyd Stars
2025-10-18,Sharks,Fake do Biru
2025-10-18,Hashiras,CPH Wolves
2025-10-18,FORZE Reload,Washington
2025-10-18,Voca,regain
2025-10-18,FURIA,Aurora
2025-10-18,Skinsauna,HAVU
2025-10-18,1win,BIG
2025-10-18,Universe,HAVU
2025-10-18,kONO,CPH Wolves
2025-10-18,Universe,ENCE Academy
2025-10-18,ENCE Academy,TMVG
2025-10-18,Wildcard,Marsborne
2025-10-18,Skinsauna,ENCE Academy
2025-10-18,Money Crew,anything else
2025-10-18,ENCE,kONO
2025-10-19,los kogutos,ex-RUBY
2025-10-19,ENCE,1win
2025-10-19,Rave,Wildcard
2025-10-19,CPH Wolves,HubaBuba
2025-10-19,Washington,ALGO
2025-10-19,ESC,Alliance
2025-10-19,Gaimin Gladiators,RED Canids
2025-10-19,Nemiga,ENCE
2025-10-19,SPARTA,NOVAQ
2025-10-19,Nemiga,9INE
2025-10-19,TNC,RUBY
